Nom méthode;Famille méthode de contrôle biologique;Sous-famille méthode de contrôle biologique;Type de traitement;Partie traitée;Mode d'action;Groupe ciblé;Cible principale;"Autres caractéristiques (précision; nom commercial; caractéristiques d'emploi…)";Stade d'application;RDD ou OAD;Nombre d'application;Dose application;Niveau de satisfaction de l'utilisation de la méthode;Filière;Cultures;Pleine terre ou abri;Période expérimentation;Nom du projet;Site expérimental;Code postal site;Nom du système;Lien fiche SYSTEME
Chrysoperla carnea;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Pucerons;Pucerons;Larves de Chrysopes;Lachers;Bon;Légumes;Fraise;Serres verre;2013-2017;DEPHY Fraise;INVENIO Ste Livrade sur Lot;47110;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20St%20Livrade.pdf;;;
Hyménoptères parasitoïdes;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Pucerons;Pucerons;Lachers;Insatisfaisant;Légumes;Fraise;Serres verre;2013-2017;DEPHY Fraise;INVENIO Ste Livrade sur Lot;47110;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20St%20Livrade.pdf;;;;
Neoseiulus cucumeris;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Thrips;Thrips;lachers;Bon;Légumes;Fraise;Serres verre;2013-2017;DEPHY Fraise;INVENIO Ste Livrade sur Lot;47110;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20St%20Livrade.pdf;;;;
Phytoseiulus persimilis;Macro-organismes;Acariens  prédateurs;Acaricides;Aérienne;Acariens prédateurs;Acariens;Acariens;Acarien prédateur d'acariens;Mitigé;Légumes;Fraise;Serres verre;2013-2017;DEPHY Fraise;INVENIO Ste Livrade sur Lot;47110;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_Invenio%20St%20Livrade.pdf;;;;
Amblyseius swirskii;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Thrips;Thrips;Lachers;?;Bon;Légumes;Fraise;Serres verre;2013-2017;DEPHY Fraise;Producteur - APREL - VERQUIERES;13670;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_APREL_PBI.pdf;;;
Aphidoletes aphidimyza;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Parasitoïdes;Pucerons;Pucerons;Lachers;Insatisfaisant;Légumes;Fraise;Serres verre;2013-2017;DEPHY Fraise;Producteur - APREL - VERQUIERES;13670;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_APREL_PBI.pdf;;;;
Bacillus amyloliquefaciens;Micro-organismes;Préparation bactérienne;Fongicides;Aérienne;Antagonisme et stimulateur de défense des plantes;Ascomycètes;Botrytis cinerea;Anti botrytis (?);Bon;Légumes;Fraise;Serres verre;2013-2018;DEPHY Fraise;Producteur - APREL - VERQUIERES;13670;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_APREL_PBI.pdf;;;;
Chrysoperla carnea;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédations;Pucerons;Pucerons;Larves de Chrysopes;Lachers;Bon;Légumes;Fraise;Serres verre;2013-2017;DEPHY Fraise;Producteur - APREL - VERQUIERES;13670;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_APREL_PBI.pdf;;;
Hydrogénocarbonate de potassium;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;Bon;Légumes;Fraise;Serres verre;2013-2018;DEPHY Fraise;Producteur - APREL - VERQUIERES;13670;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_APREL_PBI.pdf;Non spécifié;;;;
Hyménoptères parasitoïdes;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Pucerons;Pucerons;Lachers;Insatisfaisant;Légumes;Fraise;Serres verre;2013-2017;DEPHY Fraise;Producteur - APREL - VERQUIERES;13670;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_APREL_PBI.pdf;;;;
Neoseiulus cucumeris;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Thrips;Thrips;Lachers;?;Bon;Légumes;Fraise;Serres verre;2013-2017;DEPHY Fraise;Producteur - APREL - VERQUIERES;13670;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_APREL_PBI.pdf;;;
Phytoseiulus persimilis;Macro-organismes;Acariens  prédateurs;Acaricides;Aérienne;Acariens prédateurs;Acariens;Acariens;Lachers;Bon;Légumes;Fraise;Serres verre;2013-2017;DEPHY Fraise;Producteur - APREL - VERQUIERES;13670;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_APREL_PBI.pdf;;;;
Syrphes;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Pucerons;Pucerons;Larves de syrphes;Lachers;Insatisfaisant;Légumes;Fraise;Serres verre;2013-2017;DEPHY Fraise;Producteur - APREL - VERQUIERES;13670;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20FRAISE_APREL_PBI.pdf;;;
Amblyseius swirskii;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Thrips;Thrips;en  sachet d'élevage;Bon;Légumes;Fraise;Serres verre;2013-2018;DEPHY Fraise;Producteur - SAVEOL - PLOUGUERNEAU;29880;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf;;;;
Aphidoletes aphidimyza;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Parasitoïdes;Pucerons;Pucerons;Cécidomyies parasitoïdes;Insatisfaisant;Légumes;Fraise;Serres verre;2013-2018;DEPHY Fraise;Producteur - SAVEOL - PLOUGUERNEAU;29880;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf;;;;
Chrysoperla carnea;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Pucerons;Pucerons;Insatisfaisant;Légumes;Fraise;Serres verre;2013-2018;DEPHY Fraise;Producteur - SAVEOL - PLOUGUERNEAU;29880;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf;Non spécifié;;;;
Huile essentielle d'agrumes;Substances naturelles;Origine végétale;Insecticides;Aérienne;Déssechement de la cuticule des insectes  déshydratation  des  structures  externes du champignon (mycélium spores);Thrips;Thrips;Huile essentielle d'orange douce  Essen'ciel;Mitigé;Légumes;Fraise;Serres verre;2013-2018;DEPHY Fraise;Producteur - SAVEOL - PLOUGUERNEAU;29880;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf;;;;
Hydrogénocarbonate de potassium;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;Armicar;Bon;Légumes;Fraise;Serres verre;2013-2018;DEPHY Fraise;Producteur - SAVEOL - PLOUGUERNEAU;29880;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf;;;;
Hyménoptères parasitoïdes;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Pucerons;Pucerons;Insatisfaisant;Légumes;Fraise;Serres verre;2013-2018;DEPHY Fraise;Producteur - SAVEOL - PLOUGUERNEAU;29880;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf;Non spécifié;;;;
Neoseiulus californicus;Macro-organismes;Acariens  prédateurs;Acaricides;Aérienne;Acariens prédateurs;Acariens;Acariens;Insatisfaisant;Légumes;Fraise;Serres verre;2013-2018;DEPHY Fraise;Producteur - SAVEOL - PLOUGUERNEAU;29880;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf;Non spécifié;;;;
Phytoseiulus persimilis;Macro-organismes;Acariens  prédateurs;Acaricides;Aérienne;Acariens prédateurs;Acariens;Acariens;donne de meilleurs résultats mais à la condition d’apports répétés et coûteux;Bon;Légumes;Fraise;Serres verre;2013-2018;DEPHY Fraise;Producteur - SAVEOL - PLOUGUERNEAU;29880;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf;;;;
Soufre;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;Soufre mouillable;Bon;Légumes;Fraise;Serres verre;2013-2018;DEPHY Fraise;Producteur - SAVEOL - PLOUGUERNEAU;29880;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf;;;;
Soufre;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;Evaporateurs à soufre;Bon;Légumes;Fraise;Serres verre;2013-2018;DEPHY Fraise;Producteur - SAVEOL - PLOUGUERNEAU;29880;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf;;;;
Syrphes;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Pucerons;Pucerons;Insatisfaisant;Légumes;Fraise;Serres verre;2013-2018;DEPHY Fraise;Producteur - SAVEOL - PLOUGUERNEAU;29880;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf;Non spécifié;;;;
Syrphes;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Pucerons;Pucerons;Larves de syrphes;Insatisfaisant;Légumes;Fraise;Serres verre;2013-2018;DEPHY Fraise;Producteur - SAVEOL - PLOUGUERNEAU;29880;Dephy;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_DEPHY%20Fraise_Prod%20Saveol_Dephy.pdf;;;;
Chitosan et pectine;Substances naturelles;Origine végétale et animale;Fongicides;Aérienne;Stimulateur des défenses des plantes;Ascomycètes;Oïdium;COS-OGA Bastid et blason;Mitigé;Légumes;Tomate;Serres verre;2014-2018;DEPHY Serre;APREL - Saint Rémy de provence;13210;Serre A Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf;;;;
Encarsia formosa;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Hémiptères;Aleurodes;Au début d'infestation pendant la phase d'installation des Macrolophus;Mitigé;Légumes;Tomate;Serres verre;2014-2018;DEPHY Serre;APREL - Saint Rémy de provence;13210;Serre A Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf;;;;
Eretmocerus erimicus;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Hémiptères;Aleurodes;lorsque les températures sont plus élevées;Mitigé;Légumes;Tomate;Serres verre;2014-2018;DEPHY Serre;APREL - Saint Rémy de provence;13210;Serre A Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf;;;;
Hydrogénocarbonate de potassium;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;Armicar;Association armicarb soufre fonctionne bien tous les 7 jours;Bon;Légumes;Tomate;Serres verre;2014-2018;DEPHY Serre;APREL - Saint Rémy de provence;13210;Serre A Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf;;;
Lecanicillium muscarium;Micro-organismes;Préparation fongique;Insecticides;Aérienne;Parasitisme;Hémiptères;Aleurodes;Champignons entomopathogènes  Mycothal;Fonctionne dans la phase d'installation des marcolophus;Mitigé;Légumes;Tomate;Serres verre;2014-2018;DEPHY Serre;APREL - Saint Rémy de provence;13210;Serre A Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf;;;
Macrolophus pygmaeus;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Hémiptères;Aleurodes;Macrolophus pygmaeus plus nourrissage sur cystes d'Artemia;Doit attendre 5 à 15 individus par plantes debut avril (3 mois après lachers);Bon;Légumes;Tomate;Serres verre;2014-2018;DEPHY Serre;APREL - Saint Rémy de provence;13210;Serre A Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf;;;
Macrolophus pygmaeus;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Hémiptères;Mineuses;Macrolophus pygmaeus plus nourrissage sur cystes d'Artemia;Doit attendre 5 à 15 individus par plantes debut avril (3 mois après lachers);Bon;Légumes;Tomate;Serres verre;2014-2018;DEPHY Serre;APREL - Saint Rémy de provence;13210;Serre A Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf;;;
Macrolophus pygmaeus;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Hémiptères;Punaises phyotphages;Macrolophus pygmaeus plus nourrissage sur cystes d'Artemia;Doit attendre 5 à 15 individus par plantes debut avril (3 mois après lachers);Bon;Légumes;Tomate;Serres verre;2014-2018;DEPHY Serre;APREL - Saint Rémy de provence;13210;Serre A Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf;;;
Macrolophus pygmaeus;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Thrips;Thrips;Macrolophus pygmaeus plus nourrissage sur cystes d'Artemia;Doit attendre 5 à 15 individus par plantes debut avril (3 mois après lachers);Bon;Légumes;Tomate;Serres verre;2014-2018;DEPHY Serre;APREL - Saint Rémy de provence;13210;Serre A Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf;;;
Maltodextrine;Substances naturelles;Origine végétale;Insecticides;Aérienne;Asphyxies;Hémiptères;Aleurodes;Maltodextrine  ERADICAOT;Fonctionne dans la phase d'installation des marcolophus;Mitigé;Légumes;Tomate;Serres verre;2014-2018;DEPHY Serre;APREL - Saint Rémy de provence;13211;Serre A Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf;;;
Savon;Substances naturelles;Origine végétale;Insecticides;Aérienne;Asphyxies;Hémiptères;Aleurodes;Savon noir;Fonctionne dans la phase d'installation des marcolophus;Mitigé;Légumes;Tomate;Serres verre;2014-2017;DEPHY Serre;APREL - Saint Rémy de provence;13212;Serre A Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf;;;
Soufre;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;Association armicarb soufre fonctionne bien tous les 7 jours;Bon;Légumes;Tomate;Serres verre;2014-2018;DEPHY Serre;APREL - Saint Rémy de provence;13210;Serre A Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20Serre_L%C3%A9gumes_APREL.pdf;;;;
Bacillus subtilis;Micro-organismes;Préparation bactérienne;Fongicides;Aérienne;Antagonisme et stimulateur de défense des plantes contre sclérotinose;Ascomycètes;Sclérotinia;Bacillus subtilis (souche QST 713)  Serenade Max;Postionnement à revoir  : intervenir avant symtômes ou après détection avec un produits curatif;Insatisfaisant;Légumes;Concombre;Serres verre;2013-2018;DEPHY Serre;ARELPAL Site B - Pont Saint martin;44860;Tomate Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf;;;
Chitosan et pectine;Substances naturelles;Origine végétale et animale;Fongicides;Aérienne;Stimulateur des défenses des plantes;Ascomycètes;Oïdium;COS-OGA Blason;Postionnement à revoir  : intervenir avant symtômes ou après détection avec un produits curatif;Insatisfaisant;Légumes;Concombre;Serres verre;2013-2018;DEPHY Serre;ARELPAL Site B - Pont Saint martin;44860;Tomate Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf;;;
Feltiella acarisuga;Macro-organismes;Insectes parasitoïdes;Acaricides;Aérienne;Parasitoïdes;Acariens;Acariens;Feltiella (Cécidomyie prédatrice) Cécidomyies dont les larves sont prédatrices des acariens;Une personne est dédiée à la surveillance de décide des apports;Bon;Légumes;Concombre;Serres verre;2013-2017;DEPHY Serre;ARELPAL Site B - Pont Saint martin;44860;Tomate Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf;;;
Neoseiulus californicus;Macro-organismes;Acariens  prédateurs;Acaricides;Aérienne;Acariens prédateurs;Acariens;Acariens;Amblyseius (vrac +sachets);Pendant le vide sanitaires;Bon;Légumes;Concombre;Serres verre;2013-2017;DEPHY Serre;ARELPAL Site B - Pont Saint martin;44860;Tomate Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf;;;
Phytoseiulus persimilis;Macro-organismes;Acariens  prédateurs;Acaricides;Aérienne;Acariens prédateurs;Acariens;Acariens;Une personne est dédiée à la surveillance de décide des apports;Bon;Légumes;Concombre;Serres verre;2013-2018;DEPHY Serre;ARELPAL Site B - Pont Saint martin;44860;Tomate Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf;;;;
Aphidius sp.;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Pucerons;Pucerons;Lachers curatifs et généralisés et localisés après interventions phyo;Bon;Légumes;Concombre;Serres verre;2013-2018;DEPHY Serre;ARELPAL Site B - Pont Saint martin;44860;Tomate Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf;;;;
Aphidius sp.;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Pucerons;Pucerons;Lachers curatifs et généralisés et localisés après interventions phyo;Bon;Légumes;Concombre;Serres verre;2013-2018;DEPHY Serre;ARELPAL Site B - Pont Saint martin;44860;Tomate Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf;;;;
Hydrogénocarbonate de potassium;Substances naturelles;Origine minérale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;Bon;Légumes;Concombre;Serres verre;2013-2018;DEPHY Serre;ARELPAL Site B - Pont Saint martin;44860;Tomate Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf;Non spécifié;;;;
Trichoderma atroviride;Micro-organismes;Préparation fongique;Fongicides;Sol;Antagonisme;Oomycètes;Pythium;Trichoderma atroviride;Au niveau des cubes de plantation et dans le goutte à goutte  dans la pépinières et dans la serre;Bon;Légumes;Concombre;Serres verre;2013-2018;DEPHY Serre;ARELPAL Site B - Pont Saint martin;44860;Tomate Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf;;;
Bacillus amyloliquefaciens;Micro-organismes;Préparation bactérienne;Fongicides;Aérienne;Antagonisme et stimulateur de défense des plantes;Ascomycètes;Botrytis cinerea;Produits de biocontrol contre le Botrytis;Peu d'info sur le produit employé ( à rechercher);Bon;Légumes;Tomate;Serres verre;2013-2018;DEPHY Serre;ARELPAL Site B - Pont Saint martin;44860;Tomate Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf;;;
Encarsia formosa;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Hémiptères;Aleurodes;"Parasitoïdes (Encarcia; Etetmocerus)";Lachers en début de saison (Eremocerus un lacher sur 3);Bon;Légumes;Tomate;Serres verre;2013-2018;DEPHY Serre;ARELPAL Site B - Pont Saint martin;44860;Tomate Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf;;;
Eretmocerus mundus;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Hémiptères;Aleurodes;"Parasitoïdes (Encarcia; Etetmocerus)";Lachers en début de saison (Eremocerus un lacher sur 3);Bon;Légumes;Tomate;Serres verre;2013-2018;DEPHY Serre;ARELPAL Site B - Pont Saint martin;44860;Tomate Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf;;;
Macrolophus pygmaeus;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Hémiptères;Aleurodes;Macrolophus avec cystes de Artemia (crevette nourrisage);le nourrissages semblent être effices 5 à 7 apports;Bon;Légumes;Tomate;Serres verre;2013-2018;DEPHY Serre;ARELPAL Site B - Pont Saint martin;44860;Tomate Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Arelpal%20site%20B_Tomate%20Dephy.pdf;;;
Huile essentielle d'agrumes;Substances naturelles;Origine végétale;Insecticides;Aérienne;Déssechement de la cuticule des insectes  déshydratation  des  structures  externes du champignon (mycélium spores);Hémiptères;Aleurodes;Huile essentielle d'orange douce  Limocide;Applications répétées;Bon;Légumes;Concombre;Serres verre;2014-2017;DEPHY Serre;Producteur LCA/CVETMO - Saint Denis en Val;45560;Concombre Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Prod%20LCA_Concombre%20Dephy.pdf;;;
Lecanicillium muscarium;Micro-organismes;Préparation fongique;Insecticides;Aérienne;Parasitisme;Hémiptères;Aleurodes;Champignons entomopathogènes  Mycothal;Applications répétées;Bon;Légumes;Concombre;Serres verre;2014-2017;DEPHY Serre;Producteur LCA/CVETMO - Saint Denis en Val;45560;Concombre Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Prod%20LCA_Concombre%20Dephy.pdf;;;
Neoseiulus californicus;Macro-organismes;Acariens  prédateurs;Acaricides;Aérienne;Acariens prédateurs;Acariens;Acariens;En début de première culture;Mitigé;Légumes;Concombre;Serres verre;2014-2017;DEPHY Serre;Producteur LCA/CVETMO - Saint Denis en Val;45560;Concombre Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Prod%20LCA_Concombre%20Dephy.pdf;;;;
Phytoseiulus persimilis;Macro-organismes;Acariens  prédateurs;Acaricides;Aérienne;Acariens prédateurs;Acariens;Acariens;lachers de 17 individus /m² première culture et 30 deuxième culture;Mitigé;Légumes;Concombre;Serres verre;2014-2017;DEPHY Serre;Producteur LCA/CVETMO - Saint Denis en Val;45560;Concombre Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Prod%20LCA_Concombre%20Dephy.pdf;;;;
Trichoderma atroviride;Micro-organismes;Préparation fongique;Fongicides;Sol;Antagonisme;Oomycètes;Pythium;Trichoderma atroviride (souche I 1237)  TRI-SOIL;A la plantation;Mitigé;Légumes;Concombre;Serres verre;2014-2017;DEPHY Serre;Producteur LCA/CVETMO - Saint Denis en Val;45560;Concombre Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Prod%20LCA_Concombre%20Dephy.pdf;;;
Chitosan et pectine;Substances naturelles;Origine végétale et animale;Fongicides;Aérienne;Stimulateur des défenses des plantes;Ascomycètes;Oïdium;COS-OGA MESSAGER;Insatisfaisant;Légumes;Tomate;Serres verre;2014-2017;DEPHY Serre;SAVEOL Site A - GUIPAVAS;29490;Serre A Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20A.pdf;;;;
Encarsia formosa;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Hémiptères;Aleurodes;"Parasitoïdes (Encarcia; Etetmocerus)";Apports réguliers en alternance des deux espèces;Bon;Légumes;Tomate;Serres verre;2014-2017;DEPHY Serre;SAVEOL Site A - GUIPAVAS;29490;Serre A Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20A.pdf;;;
Eretmocerus mundus;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Hémiptères;Aleurodes;"Parasitoïdes (Encarcia; Etetmocerus)";Apports réguliers en alternance des deux espèces;Bon;Légumes;Tomate;Serres verre;2014-2017;DEPHY Serre;SAVEOL Site A - GUIPAVAS;29490;Serre A Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20A.pdf;;;
Macrolophus pygmaeus;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Hémiptères;Aleurodes;Macrolophus avec cystes de Artemia (crevette nourrisage);"Adultes avec nourrissages; larves action rapide sur foyers mais période d'imtallation à travailler";Bon;Légumes;Tomate;Serres verre;2014-2018;DEPHY Serre;SAVEOL Site A - GUIPAVAS;29490;Serre A Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20A.pdf;;;
Macrolophus pygmaeus;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Lépidoptères;Mineuses;Apports réguliers;Bon;Légumes;Tomate;Serres verre;2014-2017;DEPHY Serre;SAVEOL Site A - GUIPAVAS;29490;Serre A Dephy;http://ecophytopic.fr/sites/default/files/2019-12/Fiche%20SYSTEME_DEPHY%20SERRE_Saveol%20site%20A.pdf;;;;
